ISBN,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
439319552,Children's fiction,Horus's Horrible Day (First Graders from Mars),Shana Corey,2001,Scholastic,http://images.amazon.com/images/P/0439319552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439319552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439319552.01.LZZZZZZZ.jpg
590870157,Children's non-fiction,My Garden (Beginning Literacy),Jesse S. Ostrow,1994,Scholastic,http://images.amazon.com/images/P/0590870157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590870157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590870157.01.LZZZZZZZ.jpg
307001164,Children's fiction,101 Dalmatians,Justine Korman,1996,Golden Books Publishing Company,http://images.amazon.com/images/P/0307001164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307001164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307001164.01.LZZZZZZZ.jpg
440441501,Children's fiction,In the Dinosaur's Paw (Kids of the Polk Street School),PATRICIA REILLY GIFF,1987,Yearling,http://images.amazon.com/images/P/0440441501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440441501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440441501.01.LZZZZZZZ.jpg
590687301,Children's fiction,Ralph S. Mouse,Beverly Cleary,2000,Scholastic,http://images.amazon.com/images/P/0590687301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590687301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590687301.01.LZZZZZZZ.jpg
439061644,Children's science fiction,"The First Journey (Animorphs. Alternamorphs, 1)",K. A. Applegate,1999,Apple Signature (Scholastic),http://images.amazon.com/images/P/0439061644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439061644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439061644.01.LZZZZZZZ.jpg
439569842,Children's non-fiction,How Do Dinosaurs Learn to Read,Jane Yolen,2003,"Scholastic, Inc.",http://images.amazon.com/images/P/0439569842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439569842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439569842.01.LZZZZZZZ.jpg
307118703,Children's non-fiction,My First Book about Space (Golden Look-Look Books (Paperback)),Dinah L. Moche,1997,Golden Books,http://images.amazon.com/images/P/0307118703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307118703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307118703.01.LZZZZZZZ.jpg
590418858,Children's mystery,You Be the Jury #02,Marvin Miller,1989,Scholastic,http://images.amazon.com/images/P/0590418858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590418858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590418858.01.LZZZZZZZ.jpg
030720152X,Children's non-fiction,Comic Characters,Craig Boldman,1983,Golden Books,http://images.amazon.com/images/P/030720152X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/030720152X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/030720152X.01.LZZZZZZZ.jpg
816728739,Science fiction,The Time Machine (Troll Illustrated Classics),H. G. Wells,1992,Troll Communications Llc,http://images.amazon.com/images/P/0816728739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816728739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816728739.01.LZZZZZZZ.jpg
865050880,Children's fiction,I Like School (in My World Series),Bobbie Kalman,1985,Crabtree Publishing Company,http://images.amazon.com/images/P/0865050880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0865050880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0865050880.01.LZZZZZZZ.jpg
812519655,Fiction,Sacred Ground,Mercedes Lackey,1995,Tor Books,http://images.amazon.com/images/P/0812519655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812519655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812519655.01.LZZZZZZZ.jpg
812524853,Fiction,Burning Water (Burning Water),Mercedes Lackey,1992,Tor Books,http://images.amazon.com/images/P/0812524853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812524853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812524853.01.LZZZZZZZ.jpg
449211770,Fiction,The Tightrope Walker,Dorothy Gilman,1997,Fawcett Books,http://images.amazon.com/images/P/0449211770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449211770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449211770.01.LZZZZZZZ.jpg
193072229X,Non-fiction,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon,2004,Inner Ocean Publishing,http://images.amazon.com/images/P/193072229X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/193072229X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/193072229X.01.LZZZZZZZ.jpg
812521129,Fiction,Children of the Night,Mercedes Lackey,1990,Tor Books,http://images.amazon.com/images/P/0812521129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812521129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812521129.01.LZZZZZZZ.jpg
345251733,Biography,Rainbow the Stormy Life of Judy Garland,Christopher Finch,0,Ballantine Books,http://images.amazon.com/images/P/0345251733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345251733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345251733.01.LZZZZZZZ.jpg
1400077826,Fiction,Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER,2003,Vintage,http://images.amazon.com/images/P/1400077826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400077826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400077826.01.LZZZZZZZ.jpg
312995431,Mystery,A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312995431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312995431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312995431.01.LZZZZZZZ.jpg
312312628,Mystery,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Julia Spencer-Fleming,2004,St. Martin's Minotaur,http://images.amazon.com/images/P/0312312628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312312628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312312628.01.LZZZZZZZ.jpg
446394521,Fiction,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg
590021117,Children's fiction,Little House On the Prairie,Laura Ingall Wilder,0,Scholastic Inc,http://images.amazon.com/images/P/0590021117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590021117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590021117.01.LZZZZZZZ.jpg
068484267X,Memoir,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg
553578693,Fiction,The Next Accident,LISA GARDNER,2002,Bantam,http://images.amazon.com/images/P/0553578693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.LZZZZZZZ.jpg
380709260,Children's fiction,Socks (Cleary Reissue),Beverly Cleary,1990,HarperTrophy,http://images.amazon.com/images/P/0380709260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380709260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380709260.01.LZZZZZZZ.jpg
807565288,Children's mystery,"The Pet Shop Mystery (Boxcar Children Special (Paper), No 7)",Gertrude Chandler Warner,1996,Albert Whitman &amp; Company,http://images.amazon.com/images/P/0807565288.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807565288.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807565288.01.LZZZZZZZ.jpg
312986769,Mystery,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2003,St. Martin's Minotaur,http://images.amazon.com/images/P/0312986769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312986769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312986769.01.LZZZZZZZ.jpg
345413377,Fantasy,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2001,Del Rey,http://images.amazon.com/images/P/0345413377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413377.01.LZZZZZZZ.jpg
345413369,Fantasy,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,http://images.amazon.com/images/P/0345413369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413369.01.LZZZZZZZ.jpg
679893105,Fantasy,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1998,Knopf Books for Young Readers,http://images.amazon.com/images/P/0679893105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679893105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679893105.01.LZZZZZZZ.jpg
61096091,Thriller,Eyeshot,Lynn S. Hightower,1997,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0061096091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061096091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061096091.01.LZZZZZZZ.jpg
345369068,Romance,"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb,1991,Fawcett Books,http://images.amazon.com/images/P/0345369068.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345369068.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345369068.01.LZZZZZZZ.jpg
451184718,Mystery,The Rosewood Casket,Sharyn McCrumb,1997,Signet Book,http://images.amazon.com/images/P/0451184718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451184718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451184718.01.LZZZZZZZ.jpg
449209121,Spy,The Amazing Mrs. Pollifax,Dorothy Gilman,1992,Fawcett Books,http://images.amazon.com/images/P/0449209121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449209121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449209121.01.LZZZZZZZ.jpg
60938455,Non-Fiction,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.LZZZZZZZ.jpg
080411952X,Fiction,The Unsung Hero,Suzanne Brockmann,2000,Ivy Books,http://images.amazon.com/images/P/080411952X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411952X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411952X.01.LZZZZZZZ.jpg
60575808,Fantasy,"Two Princesses of Bamarre, The",Gail Carson Levine,2004,Eos,http://images.amazon.com/images/P/0060575808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060575808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060575808.01.LZZZZZZZ.jpg
60558865,Fantasy,Ella Enchanted (rack),Gail Carson Levine,2004,Avon,http://images.amazon.com/images/P/0060558865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060558865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060558865.01.LZZZZZZZ.jpg
767912918,Memoir,Passing for Thin : Losing Half My Weight and Finding My Self,FRANCES KUFFEL,2004,Broadway,http://images.amazon.com/images/P/0767912918.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767912918.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767912918.01.LZZZZZZZ.jpg
553298860,Mystery,Bloodlines (Dog Lover's Mysteries),Susan Conant,1994,Bantam Books,http://images.amazon.com/images/P/0553298860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553298860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553298860.01.LZZZZZZZ.jpg
385335679,Romance,Kissing in Manhattan,DAVID SCHICKLER,2002,Delta,http://images.amazon.com/images/P/0385335679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335679.01.LZZZZZZZ.jpg
440122090,Thriller,Echoes,Maeve Binchy,1989,Dell,http://images.amazon.com/images/P/0440122090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.LZZZZZZZ.jpg
671525832,Romance,Someone to Watch Over Me : A Novel,Judith McNaught,2003,Pocket,http://images.amazon.com/images/P/0671525832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671525832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671525832.01.LZZZZZZZ.jpg
553279572,Science Fiction,The Toynbee Convector,Ray Bradbury,1989,Spectra Books,http://images.amazon.com/images/P/0553279572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279572.01.LZZZZZZZ.jpg
61009059,Mystery,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg
60930187,Fiction,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial,http://images.amazon.com/images/P/0060930187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930187.01.LZZZZZZZ.jpg
516076272,Children's Fiction,A polar bear called Pingo,Ilona Koidahl,1974,Childrens Press,http://images.amazon.com/images/P/0516076272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0516076272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0516076272.01.LZZZZZZZ.jpg
679450432,Fiction,Dark Lady,Richard North Patterson,1999,Alfred A. Knopf,http://images.amazon.com/images/P/0679450432.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679450432.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679450432.01.LZZZZZZZ.jpg
821775863,Science Fiction,The Future Scrolls,Fern Michaels,2003,Zebra Books,http://images.amazon.com/images/P/0821775863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821775863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821775863.01.LZZZZZZZ.jpg
821770209,Fiction,About Face,Fern Michaels,2003,Zebra Books,http://images.amazon.com/images/P/0821770209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821770209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821770209.01.LZZZZZZZ.jpg
670855758,Mystery,Tarot Says Beware (A Herculeah Jones Mystery),Betsy Byars,1995,Viking Books,http://images.amazon.com/images/P/0670855758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670855758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670855758.01.LZZZZZZZ.jpg
553562819,Science Fiction,Globalhead,Bruce Sterling,1994,Spectra Books,http://images.amazon.com/images/P/0553562819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562819.01.LZZZZZZZ.jpg
446364193,Mystery,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg
446519138,Non-Fiction,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,http://images.amazon.com/images/P/0446519138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.LZZZZZZZ.jpg
425179672,Mystery,The River King,Alice Hoffman,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425179672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425179672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425179672.01.LZZZZZZZ.jpg
61042943,Legal Thriller,Final Appeal,Lisa Scottoline,1994,HarperTorch,http://images.amazon.com/images/P/0061042943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061042943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061042943.01.LZZZZZZZ.jpg
399144463,Non-Fiction,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),http://images.amazon.com/images/P/0399144463.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399144463.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399144463.01.LZZZZZZZ.jpg
965404560,Fiction,Atonement,Ian McEwan,2002,Nan A. Talese,http://images.amazon.com/images/P/0965404560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0965404560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0965404560.01.LZZZZZZZ.jpg
006015781X,Non-Fiction,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,David Feldman,1987,Harpercollins,http://images.amazon.com/images/P/006015781X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006015781X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006015781X.01.LZZZZZZZ.jpg
60930705,Romance,Someone to Watch Over Me : Stories,Richard Bausch,2000,Perennial,http://images.amazon.com/images/P/0060930705.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930705.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930705.01.LZZZZZZZ.jpg
312206763,Fiction,Stately Pursuits,Katie Fforde,1999,Griffin Trade Paperback,http://images.amazon.com/images/P/0312206763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312206763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312206763.01.LZZZZZZZ.jpg
316116025,Non-Fiction,The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-And Other Journeys Through Knowledge (Pinball Effect),James Burke,1996,Little Brown &amp; Co,http://images.amazon.com/images/P/0316116025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316116025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316116025.01.LZZZZZZZ.jpg
156013967,Memoir,"My Father, Dancing (Harvest Book)",Bliss Broyard,2000,Harvest Books,http://images.amazon.com/images/P/0156013967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156013967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156013967.01.LZZZZZZZ.jpg
385314019,Mystery,Women on the Case,Sara Paretsky,1996,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385314019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385314019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385314019.01.LZZZZZZZ.jpg
743444167,Fiction,New Cardiff,Charles Webb,2002,Washington Square Press,http://images.amazon.com/images/P/0743444167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743444167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743444167.01.LZZZZZZZ.jpg
618231617,Fiction,Almost: A Novel,Elizabeth Benedict,2002,Mariner Books,http://images.amazon.com/images/P/0618231617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618231617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618231617.01.LZZZZZZZ.jpg
1567920047,Fiction,A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker,Stanley Morison,1999,David R. Godine Publisher,http://images.amazon.com/images/P/1567920047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567920047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567920047.01.LZZZZZZZ.jpg
811203220,Fiction,Stand Still Like the Hummingbird,Henry Miller,1962,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811203220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811203220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811203220.01.LZZZZZZZ.jpg
1573229148,Non-Fiction,Crossing the Unknown Sea: Work As a Pilgrimage of Identity,David Whyte,2002,Riverhead Books,http://images.amazon.com/images/P/1573229148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229148.01.LZZZZZZZ.jpg
787955671,Non-Fiction,The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders,Warren  Bennis,2001,Jossey-Bass,http://images.amazon.com/images/P/0787955671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0787955671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0787955671.01.LZZZZZZZ.jpg
